Contrat;Date et heure;kWh;Code de consommation;Température moyenne (°C);Code de température
314004824;2022-07-27 17:00:00;0.24;R;26;R
314004824;2022-07-27 18:00:00;0.2;R;24;R
315107746;2022-07-27 18:00:00;0.14;R;24;R
315107746;2022-07-27 19:00:00;0.16;R;24;R
314004824;2022-07-27 19:00:00;0.12;R;24;R
315107746;2022-07-27 20:00:00;0.88;R;23;R
314004824;2022-07-27 20:00:00;0.23;R;23;R
314004824;2022-07-27 21:00:00;0.14;R;23;R
315107746;2022-07-27 21:00:00;0.16;R;23;R
315107746;2022-07-27 22:00:00;0.14;R;22;R
314004824;2022-07-27 22:00:00;0.19;R;22;R
315107746;2022-07-27 23:00:00;0.78;R;21;R
314004824;2022-07-27 23:00:00;0.16;R;21;R
314004824;2022-07-28 00:00:00;0.21;R;22;R
315107746;2022-07-28 00:00:00;0.19;R;22;R
315107746;2022-07-28 01:00:00;0.17;R;20;R
314004824;2022-07-28 01:00:00;0.19;R;20;R
315107746;2022-07-28 02:00:00;0.18;R;20;R
314004824;2022-07-28 02:00:00;0.08;R;20;R
315107746;2022-07-28 03:00:00;0.17;R;19;R
314004824;2022-07-28 03:00:00;0.17;R;19;R
315107746;2022-07-28 04:00:00;0.18;R;19;R
314004824;2022-07-28 04:00:00;0.11;R;19;R
315107746;2022-07-28 05:00:00;0.17;R;20;R
314004824;2022-07-28 05:00:00;0.14;R;20;R
315107746;2022-07-28 06:00:00;0.18;R;21;R
314004824;2022-07-28 06:00:00;0.11;R;21;R
315107746;2022-07-28 07:00:00;0.2;R;23;R
314004824;2022-07-28 07:00:00;0.28;R;23;R
315107746;2022-07-28 08:00:00;0.36;R;25;R
314004824;2022-07-28 08:00:00;0.18;R;25;R
315107746;2022-07-28 09:00:00;0.37;R;26;R
314004824;2022-07-28 09:00:00;0.1;R;26;R
315107746;2022-07-28 10:00:00;1.43;R;27;R
314004824;2022-07-28 10:00:00;0.12;R;27;R
315107746;2022-07-28 11:00:00;1.24;R;28;R
314004824;2022-07-28 11:00:00;0.09;R;28;R
314004824;2022-07-28 12:00:00;0.12;R;28;R
315107746;2022-07-28 12:00:00;0.88;R;28;R
315107746;2022-07-28 13:00:00;0.96;R;27;R
314004824;2022-07-28 13:00:00;0.09;R;27;R
315107746;2022-07-28 14:00:00;2.95;R;23;R
314004824;2022-07-28 14:00:00;0.13;R;23;R
315107746;2022-07-28 15:00:00;0.64;R;22;R
314004824;2022-07-28 15:00:00;0.08;R;22;R
315107746;2022-07-28 16:00:00;0.39;R;22;R
314004824;2022-07-28 16:00:00;0.14;R;22;R
315107746;2022-07-28 17:00:00;0.23;R;23;R
314004824;2022-07-28 17:00:00;0.07;R;23;R
315107746;2022-07-28 18:00:00;1.2;R;22;R
314004824;2022-07-28 18:00:00;0.15;R;22;R
314004824;2022-07-28 19:00:00;0.19;R;23;R
315107746;2022-07-28 19:00:00;0.74;R;23;R
315107746;2022-07-28 20:00:00;0.28;R;22;R
314004824;2022-07-28 20:00:00;0.34;R;22;R
315107746;2022-07-28 21:00:00;0.29;R;22;R
314004824;2022-07-28 21:00:00;0.19;R;22;R
315107746;2022-07-28 22:00:00;0.86;R;22;R
314004824;2022-07-28 22:00:00;0.19;R;22;R
315107746;2022-07-28 23:00:00;0.24;R;21;R
314004824;2022-07-28 23:00:00;0.23;R;21;R
315107746;2022-07-29 00:00:00;0.23;R;21;R
314004824;2022-07-29 00:00:00;0.19;R;21;R
315107746;2022-07-29 01:00:00;0.24;R;21;R
314004824;2022-07-29 01:00:00;0.23;R;21;R
314004824;2022-07-29 02:00:00;0.19;R;20;R
315107746;2022-07-29 02:00:00;0.25;R;20;R
315107746;2022-07-29 03:00:00;0.2;R;19;R
314004824;2022-07-29 03:00:00;0.11;R;19;R
315107746;2022-07-29 04:00:00;0.22;R;19;R
314004824;2022-07-29 04:00:00;0.13;R;19;R
315107746;2022-07-29 05:00:00;0.2;R;19;R
314004824;2022-07-29 05:00:00;0.14;R;19;R
314004824;2022-07-29 06:00:00;0.1;R;20;R
315107746;2022-07-29 06:00:00;0.21;R;20;R
314004824;2022-07-29 07:00:00;0.16;R;21;R
315107746;2022-07-29 07:00:00;0.21;R;21;R
314004824;2022-07-29 08:00:00;0.14;R;22;R
315107746;2022-07-29 08:00:00;0.33;R;22;R
314004824;2022-07-29 09:00:00;0.28;R;23;R
315107746;2022-07-29 09:00:00;0.96;R;23;R
314004824;2022-07-29 10:00:00;0.13;R;23;R
315107746;2022-07-29 10:00:00;0.45;R;23;R
315107746;2022-07-29 11:00:00;0.39;R;24;R
314004824;2022-07-29 11:00:00;0.39;R;24;R
315107746;2022-07-29 12:00:00;0.29;R;23;R
314004824;2022-07-29 12:00:00;0.16;R;23;R
315107746;2022-07-29 13:00:00;0.68;R;25;R
314004824;2022-07-29 13:00:00;0.25;R;25;R
315107746;2022-07-29 14:00:00;0.49;R;25;R
314004824;2022-07-29 14:00:00;0.16;R;25;R
314004824;2022-07-29 15:00:00;0.24;R;25;R
315107746;2022-07-29 15:00:00;0.28;R;25;R
314004824;2022-07-29 16:00:00;0.33;R;26;R
315107746;2022-07-29 16:00:00;0.35;R;26;R
314004824;2022-07-29 17:00:00;0.16;R;24;R
315107746;2022-07-29 17:00:00;1.75;R;24;R
315107746;2022-07-29 18:00:00;0.33;R;24;R
314004824;2022-07-29 18:00:00;0.18;R;24;R
314004824;2022-07-29 19:00:00;0.15;R;23;R
315107746;2022-07-29 19:00:00;1.89;R;23;R
315107746;2022-07-29 20:00:00;0.25;R;23;R
314004824;2022-07-29 20:00:00;0.31;R;23;R
315107746;2022-07-29 21:00:00;0.77;R;22;R
314004824;2022-07-29 21:00:00;0.26;R;22;R
314004824;2022-07-29 22:00:00;0.16;R;22;R
315107746;2022-07-29 22:00:00;0.26;R;22;R
314004824;2022-07-29 23:00:00;0.22;R;21;R
315107746;2022-07-29 23:00:00;0.23;R;21;R
315107746;2022-07-30 00:00:00;0.23;R;19;R
314004824;2022-07-30 00:00:00;0.38;R;19;R
315107746;2022-07-30 01:00:00;0.23;R;19;R
314004824;2022-07-30 01:00:00;0.11;R;19;R
315107746;2022-07-30 02:00:00;0.3;R;18;R
314004824;2022-07-30 02:00:00;0.18;R;18;R
315107746;2022-07-30 03:00:00;0.27;R;17;R
314004824;2022-07-30 03:00:00;0.07;R;17;R
315107746;2022-07-30 04:00:00;0.22;R;17;R
314004824;2022-07-30 04:00:00;0.16;R;17;R
315107746;2022-07-30 05:00:00;0.23;R;18;R
314004824;2022-07-30 05:00:00;0.06;R;18;R
314004824;2022-07-30 06:00:00;0.16;R;20;R
315107746;2022-07-30 06:00:00;0.21;R;20;R
314004824;2022-07-30 07:00:00;0.06;R;21;R
315107746;2022-07-30 07:00:00;0.78;R;21;R
314004824;2022-07-30 08:00:00;0.15;R;21;R
315107746;2022-07-30 08:00:00;0.46;R;21;R
314004824;2022-07-30 09:00:00;0.06;R;21;R
315107746;2022-07-30 09:00:00;0.38;R;21;R
314004824;2022-07-30 10:00:00;0.17;R;22;R
315107746;2022-07-30 10:00:00;0.43;R;22;R
314004824;2022-07-30 11:00:00;0.33;R;23;R
315107746;2022-07-30 11:00:00;0.39;R;23;R
315107746;2022-07-30 12:00:00;0.51;R;22;R
314004824;2022-07-30 12:00:00;0.08;R;22;R
315107746;2022-07-30 13:00:00;0.32;R;23;R
314004824;2022-07-30 13:00:00;0.17;R;23;R
315107746;2022-07-30 14:00:00;0.36;R;22;R
314004824;2022-07-30 14:00:00;0.17;R;22;R
314004824;2022-07-30 15:00:00;0.33;R;23;R
315107746;2022-07-30 15:00:00;0.3;R;23;R
314004824;2022-07-30 16:00:00;0.2;R;23;R
315107746;2022-07-30 16:00:00;0.29;R;23;R
314004824;2022-07-30 17:00:00;0.16;R;23;R
315107746;2022-07-30 17:00:00;0.34;R;23;R
315107746;2022-07-30 18:00:00;0.3;R;22;R
314004824;2022-07-30 18:00:00;0.08;R;22;R
315107746;2022-07-30 19:00:00;0.29;R;21;R
314004824;2022-07-30 19:00:00;0.21;R;21;R
314004824;2022-07-30 20:00:00;0.21;R;20;R
315107746;2022-07-30 20:00:00;0.26;R;20;R
315107746;2022-07-30 21:00:00;2.37;R;19;R
314004824;2022-07-30 21:00:00;0.6;R;19;R
314004824;2022-07-30 22:00:00;0.61;R;19;R
315107746;2022-07-30 22:00:00;0.35;R;19;R
315107746;2022-07-30 23:00:00;0.24;R;19;R
314004824;2022-07-30 23:00:00;0.57;R;19;R
314004824;2022-07-31 00:00:00;0.3;R;18;R
315107746;2022-07-31 00:00:00;0.22;R;18;R
315107746;2022-07-31 01:00:00;0.24;R;18;R
314004824;2022-07-31 01:00:00;0.21;R;18;R
314004824;2022-07-31 02:00:00;0.18;R;18;R
315107746;2022-07-31 02:00:00;0.22;R;18;R
314004824;2022-07-31 03:00:00;0.19;R;18;R
315107746;2022-07-31 03:00:00;0.32;R;18;R
314004824;2022-07-31 04:00:00;0.13;R;18;R
315107746;2022-07-31 04:00:00;0.75;R;18;R
314004824;2022-07-31 05:00:00;0.13;R;19;R
315107746;2022-07-31 05:00:00;0.23;R;19;R
314004824;2022-07-31 06:00:00;0.19;R;20;R
315107746;2022-07-31 06:00:00;0.22;R;20;R
315107746;2022-07-31 07:00:00;0.34;R;21;R
314004824;2022-07-31 07:00:00;0.13;R;21;R
314004824;2022-07-31 08:00:00;0.11;R;23;R
315107746;2022-07-31 08:00:00;0.68;R;23;R
314004824;2022-07-31 09:00:00;0.15;R;23;R
315107746;2022-07-31 09:00:00;0.96;R;23;R
314004824;2022-07-31 10:00:00;0.27;R;24;R
315107746;2022-07-31 10:00:00;0.51;R;24;R
314004824;2022-07-31 11:00:00;0.2;R;24;R
315107746;2022-07-31 11:00:00;0.57;R;24;R
315107746;2022-07-31 12:00:00;0.58;R;25;R
314004824;2022-07-31 12:00:00;0.21;R;25;R
315107746;2022-07-31 13:00:00;1.03;R;25;R
314004824;2022-07-31 13:00:00;0.41;R;25;R
315107746;2022-07-31 14:00:00;0.43;R;25;R
314004824;2022-07-31 14:00:00;0.13;R;25;R
314004824;2022-07-31 15:00:00;0.15;R;26;R
315107746;2022-07-31 15:00:00;0.61;R;26;R
314004824;2022-07-31 16:00:00;0.08;R;26;R
315107746;2022-07-31 16:00:00;0.27;R;26;R
314004824;2022-07-31 17:00:00;0.13;R;25;R
315107746;2022-07-31 17:00:00;0.31;R;25;R
314004824;2022-07-31 18:00:00;0.09;R;24;R
315107746;2022-07-31 18:00:00;0.54;R;24;R
314004824;2022-07-31 19:00:00;0.12;R;24;R
315107746;2022-07-31 19:00:00;1.49;R;24;R
314004824;2022-07-31 20:00:00;0.1;R;23;R
315107746;2022-07-31 20:00:00;1.25;R;23;R
314004824;2022-07-31 21:00:00;0.11;R;23;R
315107746;2022-07-31 21:00:00;1.57;R;23;R
314004824;2022-07-31 22:00:00;0.13;R;22;R
315107746;2022-07-31 22:00:00;0.24;R;22;R
315107746;2022-07-31 23:00:00;0.22;R;22;R
314004824;2022-07-31 23:00:00;0.1;R;22;R
315107746;2022-08-01 00:00:00;0.23;R;22;R
314004824;2022-08-01 00:00:00;0.21;R;22;R
314004824;2022-08-01 01:00:00;0.21;R;22;R
315107746;2022-08-01 01:00:00;0.23;R;22;R
314004824;2022-08-01 02:00:00;0.19;R;21;R
315107746;2022-08-01 02:00:00;0.22;R;21;R
314004824;2022-08-01 03:00:00;0.14;R;21;R
315107746;2022-08-01 03:00:00;0.24;R;21;R
314004824;2022-08-01 04:00:00;0.12;R;20;R
315107746;2022-08-01 04:00:00;0.69;R;20;R
314004824;2022-08-01 05:00:00;0.15;R;22;R
315107746;2022-08-01 05:00:00;0.22;R;22;R
315107746;2022-08-01 06:00:00;0.37;R;22;R
314004824;2022-08-01 06:00:00;0.1;R;22;R
315107746;2022-08-01 07:00:00;0.56;R;23;R
314004824;2022-08-01 07:00:00;0.15;R;23;R
315107746;2022-08-01 08:00:00;0.84;R;25;R
314004824;2022-08-01 08:00:00;0.29;R;25;R
315107746;2022-08-01 09:00:00;0.36;R;26;R
314004824;2022-08-01 09:00:00;0.23;R;26;R
314004824;2022-08-01 10:00:00;0.16;R;27;R
315107746;2022-08-01 10:00:00;1.61;R;27;R
315107746;2022-08-01 11:00:00;1.72;R;28;R
314004824;2022-08-01 11:00:00;0.24;R;28;R
315107746;2022-08-01 12:00:00;0.93;R;28;R
314004824;2022-08-01 12:00:00;0.29;R;28;R
315107746;2022-08-01 13:00:00;0.82;R;29;R
314004824;2022-08-01 13:00:00;0.21;R;29;R
315107746;2022-08-01 14:00:00;1.01;R;29;R
314004824;2022-08-01 14:00:00;0.13;R;29;R
315107746;2022-08-01 15:00:00;0.45;R;29;R
314004824;2022-08-01 15:00:00;0.21;R;29;R
315107746;2022-08-01 16:00:00;0.43;R;28;R
314004824;2022-08-01 16:00:00;0.13;R;28;R
315107746;2022-08-01 17:00:00;0.66;R;28;R
314004824;2022-08-01 17:00:00;0.25;R;28;R
314004824;2022-08-01 18:00:00;0.18;R;27;R
315107746;2022-08-01 18:00:00;1.44;R;27;R
314004824;2022-08-01 19:00:00;0.2;R;26;R
315107746;2022-08-01 19:00:00;0.59;R;26;R
314004824;2022-08-01 20:00:00;0.26;R;26;R
315107746;2022-08-01 20:00:00;0.42;R;26;R
314004824;2022-08-01 21:00:00;0.25;R;25;R
315107746;2022-08-01 21:00:00;1.26;R;25;R
315107746;2022-08-01 22:00:00;0.74;R;24;R
314004824;2022-08-01 22:00:00;0.26;R;24;R
315107746;2022-08-01 23:00:00;0.29;R;24;R
314004824;2022-08-01 23:00:00;0.38;R;24;R
315107746;2022-08-02 00:00:00;0.27;R;24;R
314004824;2022-08-02 00:00:00;0.27;R;24;R
315107746;2022-08-02 01:00:00;0.25;R;24;R
314004824;2022-08-02 01:00:00;0.23;R;24;R
315107746;2022-08-02 02:00:00;0.25;R;24;R
314004824;2022-08-02 02:00:00;0.15;R;24;R
314004824;2022-08-02 03:00:00;0.13;R;23;R
315107746;2022-08-02 03:00:00;0.26;R;23;R
314004824;2022-08-02 04:00:00;0.17;R;23;R
315107746;2022-08-02 04:00:00;0.25;R;23;R
314004824;2022-08-02 05:00:00;0.09;R;22;R
315107746;2022-08-02 05:00:00;0.24;R;22;R
314004824;2022-08-02 06:00:00;0.2;R;22;R
315107746;2022-08-02 06:00:00;1.69;R;22;R
314004824;2022-08-02 07:00:00;0.08;R;22;R
315107746;2022-08-02 07:00:00;0.86;R;22;R
315107746;2022-08-02 08:00:00;0.64;R;23;R
314004824;2022-08-02 08:00:00;0.33;R;23;R
315107746;2022-08-02 09:00:00;0.39;R;24;R
314004824;2022-08-02 09:00:00;0.27;R;24;R
315107746;2022-08-02 10:00:00;0.46;R;26;R
314004824;2022-08-02 10:00:00;0.2;R;26;R
314004824;2022-08-02 11:00:00;0.17;R;26;R
315107746;2022-08-02 11:00:00;0.87;R;26;R
315107746;2022-08-02 12:00:00;0.95;R;26;R
314004824;2022-08-02 12:00:00;0.32;R;26;R
314004824;2022-08-02 13:00:00;0.24;R;26;R
315107746;2022-08-02 13:00:00;0.74;R;26;R
314004824;2022-08-02 14:00:00;0.19;R;26;R
315107746;2022-08-02 14:00:00;0.81;R;26;R
315107746;2022-08-02 15:00:00;0.57;R;26;R
314004824;2022-08-02 15:00:00;0.24;R;26;R
315107746;2022-08-02 16:00:00;0.28;R;25;R
314004824;2022-08-02 16:00:00;0.18;R;25;R
314004824;2022-08-02 17:00:00;0.17;R;24;R
315107746;2022-08-02 17:00:00;0.43;R;24;R
315107746;2022-08-02 18:00:00;0.43;R;22;R
314004824;2022-08-02 18:00:00;0.21;R;22;R
314004824;2022-08-02 19:00:00;0.24;R;20;R
315107746;2022-08-02 19:00:00;0.53;R;20;R
314004824;2022-08-02 20:00:00;0.29;R;18;R
315107746;2022-08-02 20:00:00;0.52;R;18;R
314004824;2022-08-02 21:00:00;0.4;R;18;R
315107746;2022-08-02 21:00:00;0.65;R;18;R
314004824;2022-08-02 22:00:00;0.22;R;16;R
315107746;2022-08-02 22:00:00;0.25;R;16;R
315107746;2022-08-02 23:00:00;0.21;R;16;R
314004824;2022-08-02 23:00:00;0.32;R;16;R
315107746;2022-08-03 00:00:00;0.21;R;15;R
314004824;2022-08-03 00:00:00;0.33;R;15;R
314004824;2022-08-03 01:00:00;0.18;R;15;R
315107746;2022-08-03 01:00:00;0.18;R;15;R
315107746;2022-08-03 02:00:00;0.2;R;14;R
314004824;2022-08-03 02:00:00;0.12;R;14;R
315107746;2022-08-03 03:00:00;0.18;R;13;R
314004824;2022-08-03 03:00:00;0.09;R;13;R
315107746;2022-08-03 04:00:00;0.2;R;13;R
314004824;2022-08-03 04:00:00;0.16;R;13;R
315107746;2022-08-03 05:00:00;0.74;R;16;R
314004824;2022-08-03 05:00:00;0.06;R;16;R
315107746;2022-08-03 06:00:00;0.35;R;18;R
314004824;2022-08-03 06:00:00;0.17;R;18;R
314004824;2022-08-03 07:00:00;0.07;R;19;R
315107746;2022-08-03 07:00:00;0.44;R;19;R
314004824;2022-08-03 08:00:00;0.17;R;20;R
315107746;2022-08-03 08:00:00;0.46;R;20;R
314004824;2022-08-03 09:00:00;0.33;R;22;R
315107746;2022-08-03 09:00:00;0.38;R;22;R
314004824;2022-08-03 10:00:00;0.19;R;22;R
315107746;2022-08-03 10:00:00;0.35;R;22;R
315107746;2022-08-03 11:00:00;0.39;R;23;R
314004824;2022-08-03 11:00:00;0.17;R;23;R
314004824;2022-08-03 12:00:00;0.34;R;24;R
315107746;2022-08-03 12:00:00;0.4;R;24;R
314004824;2022-08-03 13:00:00;0.14;R;25;R
315107746;2022-08-03 13:00:00;0.37;R;25;R
314004824;2022-08-03 14:00:00;0.21;R;26;R
315107746;2022-08-03 14:00:00;0.93;R;26;R
315107746;2022-08-03 15:00:00;0.35;R;26;R
314004824;2022-08-03 15:00:00;0.21;R;26;R
314004824;2022-08-03 16:00:00;0.12;R;26;R
315107746;2022-08-03 16:00:00;0.34;R;26;R
314004824;2022-08-03 17:00:00;0.25;R;25;R
315107746;2022-08-03 17:00:00;0.33;R;25;R
314004824;2022-08-03 18:00:00;0.19;R;25;R
315107746;2022-08-03 18:00:00;1.0;R;25;R
314004824;2022-08-03 19:00:00;0.15;R;25;R
315107746;2022-08-03 19:00:00;1.85;R;25;R
315107746;2022-08-03 20:00:00;0.21;R;24;R
314004824;2022-08-03 20:00:00;0.25;R;24;R
314004824;2022-08-03 21:00:00;0.25;R;24;R
315107746;2022-08-03 21:00:00;0.21;R;24;R
314004824;2022-08-03 22:00:00;0.16;R;24;R
315107746;2022-08-03 22:00:00;0.6;R;24;R
314004824;2022-08-03 23:00:00;0.23;R;24;R
315107746;2022-08-03 23:00:00;0.14;R;24;R
315107746;2022-08-04 00:00:00;0.12;R;24;R
314004824;2022-08-04 00:00:00;0.19;R;24;R
315107746;2022-08-04 01:00:00;0.14;R;23;R
314004824;2022-08-04 01:00:00;0.08;R;23;R
314004824;2022-08-04 02:00:00;0.17;R;23;R
315107746;2022-08-04 02:00:00;0.12;R;23;R
315107746;2022-08-04 03:00:00;0.14;R;23;R
314004824;2022-08-04 03:00:00;0.08;R;23;R
315107746;2022-08-04 04:00:00;0.12;R;23;R
314004824;2022-08-04 04:00:00;0.14;R;23;R
315107746;2022-08-04 05:00:00;0.13;R;22;R
314004824;2022-08-04 05:00:00;0.11;R;22;R
314004824;2022-08-04 06:00:00;0.12;R;23;R
315107746;2022-08-04 06:00:00;0.47;R;23;R
314004824;2022-08-04 07:00:00;0.31;R;23;R
315107746;2022-08-04 07:00:00;0.6;R;23;R
315107746;2022-08-04 08:00:00;0.36;R;24;R
314004824;2022-08-04 08:00:00;0.13;R;24;R
315107746;2022-08-04 09:00:00;0.94;R;24;R
314004824;2022-08-04 09:00:00;0.13;R;24;R
315107746;2022-08-04 10:00:00;1.75;R;25;R
314004824;2022-08-04 10:00:00;0.23;R;25;R
315107746;2022-08-04 11:00:00;0.81;R;24;R
314004824;2022-08-04 11:00:00;0.1;R;24;R
314004824;2022-08-04 12:00:00;0.15;R;25;R
315107746;2022-08-04 12:00:00;0.69;R;25;R
315107746;2022-08-04 13:00:00;0.58;R;26;R
314004824;2022-08-04 13:00:00;0.09;R;26;R
314004824;2022-08-04 14:00:00;0.12;R;25;R
315107746;2022-08-04 14:00:00;0.45;R;25;R
314004824;2022-08-04 15:00:00;0.13;R;26;R
315107746;2022-08-04 15:00:00;0.27;R;26;R
314004824;2022-08-04 16:00:00;0.08;R;26;R
315107746;2022-08-04 16:00:00;1.08;R;26;R
314004824;2022-08-04 17:00:00;0.14;R;26;R
315107746;2022-08-04 17:00:00;0.54;R;26;R
315107746;2022-08-04 18:00:00;1.59;R;26;R
314004824;2022-08-04 18:00:00;0.13;R;26;R
315107746;2022-08-04 19:00:00;0.43;R;25;R
314004824;2022-08-04 19:00:00;0.17;R;25;R
315107746;2022-08-04 20:00:00;0.39;R;24;R
314004824;2022-08-04 20:00:00;0.22;R;24;R
315107746;2022-08-04 21:00:00;1.45;R;24;R
314004824;2022-08-04 21:00:00;0.26;R;24;R
315107746;2022-08-04 22:00:00;0.2;R;24;R
314004824;2022-08-04 22:00:00;0.29;R;24;R
315107746;2022-08-04 23:00:00;0.17;R;24;R
314004824;2022-08-04 23:00:00;0.25;R;24;R
314004824;2022-08-05 00:00:00;0.2;R;24;R
315107746;2022-08-05 00:00:00;0.16;R;24;R
315107746;2022-08-05 01:00:00;0.2;R;23;R
314004824;2022-08-05 01:00:00;0.13;R;23;R
314004824;2022-08-05 02:00:00;0.15;R;23;R
315107746;2022-08-05 02:00:00;0.17;R;23;R
314004824;2022-08-05 03:00:00;0.11;R;22;R
315107746;2022-08-05 03:00:00;0.17;R;22;R
315107746;2022-08-05 04:00:00;0.17;R;22;R
314004824;2022-08-05 04:00:00;0.18;R;22;R
315107746;2022-08-05 05:00:00;0.69;R;21;R
314004824;2022-08-05 05:00:00;0.19;R;21;R
315107746;2022-08-05 06:00:00;0.38;R;21;R
314004824;2022-08-05 06:00:00;0.09;R;21;R
315107746;2022-08-05 07:00:00;0.39;R;22;R
314004824;2022-08-05 07:00:00;0.16;R;22;R
314004824;2022-08-05 08:00:00;0.31;R;23;R
315107746;2022-08-05 08:00:00;0.51;R;23;R
314004824;2022-08-05 09:00:00;0.14;R;24;R
315107746;2022-08-05 09:00:00;0.39;R;24;R
314004824;2022-08-05 10:00:00;0.19;R;25;R
315107746;2022-08-05 10:00:00;0.63;R;25;R
314004824;2022-08-05 11:00:00;0.17;R;25;R
315107746;2022-08-05 11:00:00;0.86;R;25;R
315107746;2022-08-05 12:00:00;1.12;R;26;R
314004824;2022-08-05 12:00:00;0.25;R;26;R
315107746;2022-08-05 13:00:00;0.36;R;28;R
314004824;2022-08-05 13:00:00;0.18;R;28;R
314004824;2022-08-05 14:00:00;0.13;R;28;R
315107746;2022-08-05 14:00:00;0.34;R;28;R
315107746;2022-08-05 15:00:00;0.36;R;28;R
314004824;2022-08-05 15:00:00;0.22;R;28;R
314004824;2022-08-05 16:00:00;0.13;R;27;R
315107746;2022-08-05 16:00:00;0.33;R;27;R
314004824;2022-08-05 17:00:00;0.27;R;27;R
315107746;2022-08-05 17:00:00;0.43;R;27;R
315107746;2022-08-05 18:00:00;0.85;R;26;R
314004824;2022-08-05 18:00:00;0.19;R;26;R
314004824;2022-08-05 19:00:00;0.18;R;25;R
315107746;2022-08-05 19:00:00;0.3;R;25;R
314004824;2022-08-05 20:00:00;0.25;R;23;R
315107746;2022-08-05 20:00:00;2.25;R;23;R
315107746;2022-08-05 21:00:00;0.75;R;23;R
314004824;2022-08-05 21:00:00;0.25;R;23;R
314004824;2022-08-05 22:00:00;0.24;R;22;R
315107746;2022-08-05 22:00:00;0.25;R;22;R
314004824;2022-08-05 23:00:00;0.23;R;22;R
315107746;2022-08-05 23:00:00;0.22;R;22;R
314004824;2022-08-06 00:00:00;0.21;R;20;R
315107746;2022-08-06 00:00:00;0.25;R;20;R
314004824;2022-08-06 01:00:00;0.17;R;19;R
315107746;2022-08-06 01:00:00;0.23;R;19;R
314004824;2022-08-06 02:00:00;0.14;R;18;R
315107746;2022-08-06 02:00:00;0.3;R;18;R
314004824;2022-08-06 03:00:00;0.12;R;18;R
315107746;2022-08-06 03:00:00;0.79;R;18;R
315107746;2022-08-06 04:00:00;0.22;R;18;R
314004824;2022-08-06 04:00:00;0.16;R;18;R
315107746;2022-08-06 05:00:00;0.24;R;19;R
314004824;2022-08-06 05:00:00;0.1;R;19;R
314004824;2022-08-06 06:00:00;0.17;R;21;R
315107746;2022-08-06 06:00:00;0.22;R;21;R
314004824;2022-08-06 07:00:00;0.09;R;23;R
315107746;2022-08-06 07:00:00;0.35;R;23;R
314004824;2022-08-06 08:00:00;0.16;R;25;R
315107746;2022-08-06 08:00:00;0.39;R;25;R
314004824;2022-08-06 09:00:00;0.12;R;27;R
315107746;2022-08-06 09:00:00;0.37;R;27;R
314004824;2022-08-06 10:00:00;0.36;R;28;R
315107746;2022-08-06 10:00:00;0.36;R;28;R
314004824;2022-08-06 11:00:00;0.2;R;29;R
315107746;2022-08-06 11:00:00;0.34;R;29;R
314004824;2022-08-06 12:00:00;0.33;R;31;R
315107746;2022-08-06 12:00:00;0.34;R;31;R
315107746;2022-08-06 13:00:00;0.35;R;31;R
314004824;2022-08-06 13:00:00;0.19;R;31;R
314004824;2022-08-06 14:00:00;0.27;R;31;R
315107746;2022-08-06 14:00:00;0.36;R;31;R
314004824;2022-08-06 15:00:00;0.21;R;32;R
315107746;2022-08-06 15:00:00;0.36;R;32;R
315107746;2022-08-06 16:00:00;0.35;R;32;R
314004824;2022-08-06 16:00:00;0.2;R;32;R
314004824;2022-08-06 17:00:00;0.11;R;31;R
315107746;2022-08-06 17:00:00;0.98;R;31;R
315107746;2022-08-06 18:00:00;0.35;R;29;R
314004824;2022-08-06 18:00:00;0.18;R;29;R
314004824;2022-08-06 19:00:00;0.12;R;28;R
315107746;2022-08-06 19:00:00;0.35;R;28;R
314004824;2022-08-06 20:00:00;0.12;R;27;R
315107746;2022-08-06 20:00:00;0.36;R;27;R
314004824;2022-08-06 21:00:00;0.16;R;27;R
315107746;2022-08-06 21:00:00;0.36;R;27;R
314004824;2022-08-06 22:00:00;0.18;R;26;R
315107746;2022-08-06 22:00:00;0.28;R;26;R
314004824;2022-08-06 23:00:00;0.43;R;26;R
315107746;2022-08-06 23:00:00;0.19;R;26;R
315107746;2022-08-07 00:00:00;2.24;R;26;R
314004824;2022-08-07 00:00:00;0.26;R;26;R
315107746;2022-08-07 01:00:00;0.29;R;25;R
314004824;2022-08-07 01:00:00;0.21;R;25;R
315107746;2022-08-07 02:00:00;0.25;R;25;R
314004824;2022-08-07 02:00:00;0.21;R;25;R
315107746;2022-08-07 03:00:00;0.23;R;24;R
314004824;2022-08-07 03:00:00;0.11;R;24;R
315107746;2022-08-07 04:00:00;0.2;R;24;R
314004824;2022-08-07 04:00:00;0.14;R;24;R
315107746;2022-08-07 05:00:00;0.71;R;25;R
314004824;2022-08-07 05:00:00;0.15;R;25;R
314004824;2022-08-07 06:00:00;0.21;R;26;R
315107746;2022-08-07 06:00:00;0.18;R;26;R
314004824;2022-08-07 07:00:00;0.12;R;27;R
315107746;2022-08-07 07:00:00;0.2;R;27;R
315107746;2022-08-07 08:00:00;0.19;R;28;R
314004824;2022-08-07 08:00:00;0.16;R;28;R
315107746;2022-08-07 09:00:00;0.42;R;29;R
314004824;2022-08-07 09:00:00;0.09;R;29;R
315107746;2022-08-07 10:00:00;2.25;R;30;R
314004824;2022-08-07 10:00:00;0.33;R;30;R
315107746;2022-08-07 11:00:00;3.07;R;31;R
314004824;2022-08-07 11:00:00;0.07;R;31;R
